city,date,period,from,to,prob,prob_l,prob_u,fraction
Chicago,2020-01-01,1,Clouds,Clouds,0.37248600444077773,0.32977016843512197,0.4147096908454807,0.2370753914393682
Chicago,2020-01-01,1,Clouds,Rain,0.13797239724143232,0.1156179501605489,0.16355181946369468,0.2370753914393682
Chicago,2020-01-01,1,Clouds,Snow,0.21534249871212496,0.18513969994948992,0.24437382992945644,0.2370753914393682
Chicago,2020-01-01,1,Clouds,Sun,0.27471087009327083,0.23509887516786754,0.31621683375927145,0.2370753914393682
Chicago,2020-01-01,1,Rain,Clouds,0.24103743659316035,0.1905406238452627,0.2970241177336028,0.11601734571269491
Chicago,2020-01-01,1,Rain,Rain,0.3537865394972869,0.29978827573439293,0.41099572473571344,0.11601734571269491
Chicago,2020-01-01,1,Rain,Snow,0.23068460334265412,0.19581235393572333,0.2685839554250948,0.11601734571269491
Chicago,2020-01-01,1,Rain,Sun,0.17192979334101202,0.13476664878844424,0.2233354297242033,0.11601734571269491
Chicago,2020-01-01,1,Snow,Clouds,0.19467546300898683,0.1587723620022296,0.2301694768846112,0.25950133497018446
Chicago,2020-01-01,1,Snow,Rain,0.036995544994364936,0.023434042856090687,0.05352629158356019,0.25950133497018446
Chicago,2020-01-01,1,Snow,Snow,0.40232623272484,0.35650746876122646,0.44775256312607636,0.25950133497018446
Chicago,2020-01-01,1,Snow,Sun,0.36522486780644814,0.3208910845769178,0.4107068899811701,0.25950133497018446
Chicago,2020-01-01,1,Sun,Clouds,0.18114167718047536,0.1569846853856589,0.2088910393017278,0.3874059278777524
Chicago,2020-01-01,1,Sun,Rain,0.08417019643849509,0.06837003536797162,0.10018474774049074,0.3874059278777524
Chicago,2020-01-01,1,Sun,Snow,0.19917413467674838,0.1774591639882251,0.21833995815261997,0.3874059278777524
Chicago,2020-01-01,1,Sun,Sun,0.5352945963588638,0.5016556574666371,0.5663192589390966,0.3874059278777524
Chicago,2020-01-08,2,Clouds,Clouds,0.37079007950671583,0.3278371972944069,0.41252023310454616,0.23225549766539824
Chicago,2020-01-08,2,Clouds,Rain,0.13311896868633294,0.11222501169725907,0.15676458933376292,0.23225549766539824
Chicago,2020-01-08,2,Clouds,Snow,0.22428371312572717,0.1919031490900226,0.2554137127524219,0.23225549766539824
Chicago,2020-01-08,2,Clouds,Sun,0.27221215401345067,0.23055024256496542,0.31505726239978327,0.23225549766539824
Chicago,2020-01-08,2,Rain,Clouds,0.2415504666075497,0.18703572005459132,0.2993416195184926,0.11028043719276749
Chicago,2020-01-08,2,Rain,Rain,0.3440944800301643,0.2881638894922085,0.40412957129074656,0.11028043719276749
Chicago,2020-01-08,2,Rain,Snow,0.24010228918651144,0.203667171980158,0.2804571847007577,0.11028043719276749
Chicago,2020-01-08,2,Rain,Sun,0.17126818279099632,0.1329337622362337,0.22411442845679197,0.11028043719276749
Chicago,2020-01-08,2,Snow,Clouds,0.18779481465103628,0.15104717823702962,0.22269948170519155,0.26909103045716926
Chicago,2020-01-08,2,Snow,Rain,0.03495567448046155,0.02203811838479628,0.0500211642086177,0.26909103045716926
Chicago,2020-01-08,2,Snow,Snow,0.4076886626416481,0.3570566351208929,0.4578675609911278,0.26909103045716926
Chicago,2020-01-08,2,Snow,Sun,0.3695927035150246,0.3226261842203736,0.4152763898455014,0.26909103045716926
Chicago,2020-01-08,2,Sun,Clouds,0.17742432586464102,0.15337145470225383,0.20635322610567297,0.38837303468466505
Chicago,2020-01-08,2,Sun,Rain,0.08234846733436674,0.06744600471292259,0.09678905969829138,0.38837303468466505
Chicago,2020-01-08,2,Sun,Snow,0.20791412417509125,0.18522604103253257,0.22781425704137998,0.38837303468466505
Chicago,2020-01-08,2,Sun,Sun,0.5322483788648761,0.49792087087244885,0.5656370834860744,0.38837303468466505
Chicago,2020-01-15,3,Clouds,Clouds,0.36958389052472007,0.32401486511894073,0.4154255221155316,0.2272091244808731
Chicago,2020-01-15,3,Clouds,Rain,0.13163941398516016,0.1113583743622095,0.1555641719197315,0.2272091244808731
Chicago,2020-01-15,3,Clouds,Snow,0.22763165382562028,0.19517875237030655,0.2597346511207158,0.2272091244808731
Chicago,2020-01-15,3,Clouds,Sun,0.2718316879750168,0.22564447275970123,0.3143444248155868,0.2272091244808731
Chicago,2020-01-15,3,Rain,Clouds,0.2407170441226018,0.1854502856878733,0.29782202840055405,0.10831275325778987
Chicago,2020-01-15,3,Rain,Rain,0.3388921913880199,0.28340486000825493,0.4004902632865055,0.10831275325778987
Chicago,2020-01-15,3,Rain,Snow,0.24332133917062607,0.20631779954599555,0.28508724376474764,0.10831275325778987
Chicago,2020-01-15,3,Rain,Sun,0.1742795656048846,0.13498958401777977,0.22909929560351774,0.10831275325778987
Chicago,2020-01-15,3,Snow,Clouds,0.18036228658264367,0.14435111224543526,0.21705686497137988,0.27331950177571707
Chicago,2020-01-15,3,Snow,Rain,0.03398863317642765,0.021587615718411717,0.04941312248933478,0.27331950177571707
Chicago,2020-01-15,3,Snow,Snow,0.4121526296761162,0.359677455195922,0.4639957158956513,0.27331950177571707
Chicago,2020-01-15,3,Snow,Sun,0.3747959185099974,0.3274340438828964,0.42206393448789015,0.27331950177571707
Chicago,2020-01-15,3,Sun,Clouds,0.1735603998211579,0.14964479405195713,0.2009347434939644,0.39115862048561995
Chicago,2020-01-15,3,Sun,Rain,0.08287623371865452,0.0688718543258939,0.09690904796929438,0.39115862048561995
Chicago,2020-01-15,3,Sun,Snow,0.21122519637982579,0.1882047986129601,0.23163233892622281,0.39115862048561995
