city,date,period,from,to,prob,prob_l,prob_u,fraction
Boston,2020-01-01,1,Clouds,Clouds,0.26459093364108716,0.21424716001914995,0.31282263401725763,0.12739541260608364
Boston,2020-01-01,1,Clouds,Rain,0.24031971705165506,0.20345789395344258,0.28432112020284517,0.12739541260608364
Boston,2020-01-01,1,Clouds,Snow,0.21474033923327934,0.18378765937175806,0.2552369288541384,0.12739541260608364
Boston,2020-01-01,1,Clouds,Sun,0.27818853005361033,0.22796182400308318,0.3333172969706778,0.12739541260608364
Boston,2020-01-01,1,Rain,Clouds,0.11673976980355581,0.08507981236895326,0.15013128638784873,0.17687210892018895
Boston,2020-01-01,1,Rain,Rain,0.3510915606066597,0.30328965931729335,0.403193726089771,0.17687210892018895
Boston,2020-01-01,1,Rain,Snow,0.11738564882062458,0.09504163962489515,0.14693452494230969,0.17687210892018895
Boston,2020-01-01,1,Rain,Sun,0.4135817822967538,0.3596895870406842,0.4661707719195355,0.17687210892018895
Boston,2020-01-01,1,Snow,Clouds,0.09571225587592078,0.06769761349354214,0.12593474189717302,0.21039137030642452
Boston,2020-01-01,1,Snow,Rain,0.11523511886698609,0.08392194023251406,0.1444176674224561,0.21039137030642452
Boston,2020-01-01,1,Snow,Snow,0.36995132125755414,0.3202403374238055,0.4195790218111248,0.21039137030642452
Boston,2020-01-01,1,Snow,Sun,0.41974470623558147,0.361338201201281,0.4702737742653337,0.21039137030642452
Boston,2020-01-01,1,Sun,Clouds,0.10882467914161974,0.091159348368759,0.13110308645780397,0.4853411081673029
Boston,2020-01-01,1,Sun,Rain,0.1232016861035497,0.1072396344228895,0.14015111112353726,0.4853411081673029
Boston,2020-01-01,1,Sun,Snow,0.17368452838160514,0.15520750248003143,0.19288484444587053,0.4853411081673029
Boston,2020-01-01,1,Sun,Sun,0.5936304751808716,0.5651853561781599,0.6210399406494649,0.4853411081673029
Boston,2020-01-08,2,Clouds,Clouds,0.26393266996937437,0.21476458856080727,0.3174059106918013,0.12369373042060777
Boston,2020-01-08,2,Clouds,Rain,0.2262689927741925,0.19057881234048024,0.26920044135153554,0.12369373042060777
Boston,2020-01-08,2,Clouds,Snow,0.22400865352778931,0.19188184671683856,0.26623497598921386,0.12369373042060777
Boston,2020-01-08,2,Clouds,Sun,0.2822836307494738,0.22983513206304856,0.3375176407968191,0.12369373042060777
Boston,2020-01-08,2,Rain,Clouds,0.11652208684290852,0.08356546706249815,0.15066099067738697,0.16760808462644328
Boston,2020-01-08,2,Rain,Rain,0.34910574915048914,0.2972665246229648,0.4037221785065426,0.16760808462644328
Boston,2020-01-08,2,Rain,Snow,0.12243319557134044,0.09934231645223007,0.1529939094209792,0.16760808462644328
Boston,2020-01-08,2,Rain,Sun,0.4103778625673864,0.35420163713556696,0.46638305835876337,0.16760808462644328
Boston,2020-01-08,2,Snow,Clouds,0.08932265949313409,0.06335517351469046,0.11973709105104513,0.22072337815600912
Boston,2020-01-08,2,Snow,Rain,0.10963123044568172,0.08179880206030235,0.1378920672297324,0.22072337815600912
Boston,2020-01-08,2,Snow,Snow,0.37954906136425387,0.3272940908398321,0.4323760217647351,0.22072337815600912
Boston,2020-01-08,2,Snow,Sun,0.42066173649422,0.3645412668635515,0.47285056693380223,0.22072337815600912
Boston,2020-01-08,2,Sun,Clouds,0.10591492964188252,0.08874332384307852,0.12919687095251892,0.48797480679693983
Boston,2020-01-08,2,Sun,Rain,0.11629648493474781,0.10123721702834765,0.13295522140735314,0.48797480679693983
Boston,2020-01-08,2,Sun,Snow,0.1813806331909158,0.16218680231397026,0.20131824184119618,0.48797480679693983
Boston,2020-01-08,2,Sun,Sun,0.5962648131370614,0.5675405030739601,0.6226332743517418,0.48797480679693983
Boston,2020-01-15,3,Clouds,Clouds,0.26432594159819667,0.21664417561108826,0.31798799711829157,0.1213839765513489
Boston,2020-01-15,3,Clouds,Rain,0.2178558492549689,0.18396052998909307,0.2617222070322742,0.1213839765513489
Boston,2020-01-15,3,Clouds,Snow,0.227451278945505,0.19499981584291537,0.2700076490241444,0.1213839765513489
Boston,2020-01-15,3,Clouds,Sun,0.28536334110342443,0.23444373679474476,0.341137319281986,0.1213839765513489
Boston,2020-01-15,3,Rain,Clouds,0.11622362533115216,0.08296018200092797,0.1502708270526792,0.16221102111799232
Boston,2020-01-15,3,Rain,Rain,0.34975578067372237,0.29795508308250845,0.4053385509690469,0.16221102111799232
Boston,2020-01-15,3,Rain,Snow,0.12469038724133942,0.10120521420229342,0.1553193306146345,0.16221102111799232
Boston,2020-01-15,3,Rain,Sun,0.4089340365438814,0.35239094021038164,0.46520735552167003,0.16221102111799232
Boston,2020-01-15,3,Snow,Clouds,0.08414906573258135,0.05917637859803813,0.11288001268076356,0.2258700742146492
Boston,2020-01-15,3,Snow,Rain,0.10575066568104968,0.08078668083697985,0.1338680001794425,0.2258700742146492
Boston,2020-01-15,3,Snow,Snow,0.38696787233386104,0.333339847124716,0.4385648797745324,0.2258700742146492
Boston,2020-01-15,3,Snow,Sun,0.4222358375879886,0.3686299196021839,0.4734406626266453,0.2258700742146492
Boston,2020-01-15,3,Sun,Clouds,0.10460843970729745,0.08842593833187869,0.12693345854682447,0.49053492811600957
Boston,2020-01-15,3,Sun,Rain,0.11207973917422678,0.09829583348664529,0.12930371369702431,0.49053492811600957
Boston,2020-01-15,3,Sun,Snow,0.18428269377222067,0.16493121523642465,0.20453465129533405,0.49053492811600957
Boston,2020-01-15,3,Sun,Sun,0.5987043905206905,0.5708425461979798,0.6246825694246474,0.49053492811600957
