city,date,period,from,to,prob,prob_l,prob_u,fraction
Phoenix,2020-01-01,1,Clouds,Clouds,0.215482994587619,0.16088919441157473,0.2753197949611864,0.11097651683609487
Phoenix,2020-01-01,1,Clouds,Rain,0.28376185198966,0.22914394838896773,0.3506222572757881,0.11097651683609487
Phoenix,2020-01-01,1,Clouds,Snow,0.005538419599706832,0.0012954933893162364,0.01650450955617347,0.11097651683609487
Phoenix,2020-01-01,1,Clouds,Sun,0.4861650444818243,0.42562495722968496,0.5601482122303453,0.11097651683609487
Phoenix,2020-01-01,1,Rain,Clouds,0.07630411566402004,0.054532781432473296,0.10478594255643947,0.15953499186374537
Phoenix,2020-01-01,1,Rain,Rain,0.47263401118530124,0.40968553970478816,0.5349044162883232,0.15953499186374537
Phoenix,2020-01-01,1,Rain,Snow,0.005584835527443141,0.0014993192934282642,0.013765679459939771,0.15953499186374537
Phoenix,2020-01-01,1,Rain,Sun,0.442983549413579,0.3783133624770203,0.5045483463422256,0.15953499186374537
Phoenix,2020-01-01,1,Snow,Clouds,0.17775434878987584,0.04425132993860248,0.43142117249327033,0.0028405107562523
Phoenix,2020-01-01,1,Snow,Rain,0.18522923733249694,0.05670976115396386,0.4386139380848304,0.0028405107562523
Phoenix,2020-01-01,1,Snow,Snow,0.24957678747340134,0.08570036584699348,0.514969258065554,0.0028405107562523
Phoenix,2020-01-01,1,Snow,Sun,0.3209618726157306,0.12951222119199088,0.6016688796821312,0.0028405107562523
Phoenix,2020-01-01,1,Sun,Clouds,0.10207127941310298,0.08707925531116043,0.11686095868498275,0.7266479805439076
Phoenix,2020-01-01,1,Sun,Rain,0.07129618201470178,0.059406853520677,0.0862877382445642,0.7266479805439076
Phoenix,2020-01-01,1,Sun,Snow,8.538815510306853e-4,2.288895804907492e-4,0.0024024068735518603,0.7266479805439076
Phoenix,2020-01-01,1,Sun,Sun,0.8253024068608663,0.806306540213485,0.8460168621317719,0.7266479805439076
Phoenix,2020-01-08,2,Clouds,Clouds,0.22159174034231865,0.1646194895263972,0.28095120136259993,0.11325266690059753
Phoenix,2020-01-08,2,Clouds,Rain,0.280073636783824,0.2206876263858787,0.35021106506345356,0.11325266690059753
Phoenix,2020-01-08,2,Clouds,Snow,0.005283088231152526,0.0013133876192894692,0.01646057393614369,0.11325266690059753
Phoenix,2020-01-08,2,Clouds,Sun,0.4855220062807949,0.41983277503430494,0.563082174860301,0.11325266690059753
Phoenix,2020-01-08,2,Rain,Clouds,0.07825830363681967,0.05445373497597161,0.10840893006471053,0.16351704474961068
Phoenix,2020-01-08,2,Rain,Rain,0.47426680044098646,0.4076179431046525,0.5379576467133309,0.16351704474961068
Phoenix,2020-01-08,2,Rain,Snow,0.005569658720347481,0.0014469758040700277,0.013766258678270166,0.16351704474961068
Phoenix,2020-01-08,2,Rain,Sun,0.4386609212175258,0.37724009012711657,0.5072724277616778,0.16351704474961068
Phoenix,2020-01-08,2,Snow,Clouds,0.18013919078724183,0.04647270011408811,0.43244292830231357,0.002829745612773089
Phoenix,2020-01-08,2,Snow,Rain,0.19095261509591618,0.057359020124176346,0.44245808204783565,0.002829745612773089
Phoenix,2020-01-08,2,Snow,Snow,0.250256042492198,0.08177889826292836,0.5020849188062352,0.002829745612773089
Phoenix,2020-01-08,2,Snow,Sun,0.31418565715038604,0.12485982640486734,0.6050757487697697,0.002829745612773089
Phoenix,2020-01-08,2,Sun,Clouds,0.1036080640578515,0.08771123306564851,0.1190477286964528,0.7204005427370187
Phoenix,2020-01-08,2,Sun,Rain,0.07412818183350428,0.060855004554565495,0.08977953952602497,0.7204005427370187
Phoenix,2020-01-08,2,Sun,Snow,8.429336510792729e-4,2.361365811805135e-4,0.0025103333487533153,0.7204005427370187
Phoenix,2020-01-08,2,Sun,Sun,0.8210056144656761,0.8014894987764221,0.8432764056509523,0.7204005427370187
Phoenix,2020-01-15,3,Clouds,Clouds,0.22616304176137952,0.1697757610635489,0.28628148151047694,0.1138887809374654
Phoenix,2020-01-15,3,Clouds,Rain,0.2756764351400774,0.21163203259188967,0.3460074028477805,0.1138887809374654
Phoenix,2020-01-15,3,Clouds,Snow,0.005215691839169443,0.0012965709998288989,0.016031241608829107,0.1138887809374654
Phoenix,2020-01-15,3,Clouds,Sun,0.48555999037192127,0.41787362465107025,0.5700573886714988,0.1138887809374654
Phoenix,2020-01-15,3,Rain,Clouds,0.078392202961177,0.05369658757586501,0.10933622030012617,0.16442925119287385
Phoenix,2020-01-15,3,Rain,Rain,0.4711985147135851,0.40442370317847276,0.5334908147828286,0.16442925119287385
Phoenix,2020-01-15,3,Rain,Snow,0.005563079014561408,0.001410865806325428,0.013544629276190271,0.16442925119287385
Phoenix,2020-01-15,3,Rain,Sun,0.4403653686146162,0.37924507183265005,0.5145723385684821,0.16442925119287385
Phoenix,2020-01-15,3,Snow,Clouds,0.18148677511030367,0.04678537421187566,0.4360634219494156,0.0027991218832004753
Phoenix,2020-01-15,3,Snow,Rain,0.1919182074554648,0.06005246914184166,0.4466855341338114,0.0027991218832004753
Phoenix,2020-01-15,3,Snow,Snow,0.24852619013855953,0.0813523654081729,0.5103134174899209,0.0027991218832004753
Phoenix,2020-01-15,3,Snow,Sun,0.31577602215305894,0.11296923164605621,0.6041828947816439,0.0027991218832004753
Phoenix,2020-01-15,3,Sun,Clouds,0.10363693187629874,0.08771194890584826,0.11944179024727794,0.7188828459864604
Phoenix,2020-01-15,3,Sun,Rain,0.07606788870743271,0.06208777175991377,0.09144548568948496,0.7188828459864604
