overall,candidate,state,dem_pct,dem_win,dem_ev,total_ev,label
0.47,Biden,AK,0.37355945946522445,FALSE,0,186,Biden: 186 EV
0.47,Biden,AL,0.27961913034926195,FALSE,0,186,Biden: 186 EV
0.47,Biden,AR,0.32901784342224777,FALSE,0,186,Biden: 186 EV
0.47,Biden,AZ,0.42515500112151344,FALSE,0,186,Biden: 186 EV
0.47,Biden,CA,0.5933509254476952,TRUE,55,186,Biden: 186 EV
0.47,Biden,CO,0.49681499938991075,FALSE,0,186,Biden: 186 EV
0.47,Biden,CT,0.544549789250856,TRUE,7,186,Biden: 186 EV
0.47,Biden,DC,0.9441817080723861,TRUE,3,186,Biden: 186 EV
0.47,Biden,DE,0.5360576046074084,TRUE,3,186,Biden: 186 EV
0.47,Biden,FL,0.43720620720228826,FALSE,0,186,Biden: 186 EV
0.47,Biden,GA,0.4041925693678854,FALSE,0,186,Biden: 186 EV
0.47,Biden,HI,0.5960273463328508,TRUE,4,186,Biden: 186 EV
0.47,Biden,IA,0.4469504443855142,FALSE,0,186,Biden: 186 EV
0.47,Biden,ID,0.301032877089717,FALSE,0,186,Biden: 186 EV
0.47,Biden,IL,0.5511507282264783,TRUE,20,186,Biden: 186 EV
0.47,Biden,IN,0.38012659205691907,FALSE,0,186,Biden: 186 EV
0.47,Biden,KS,0.3680679134520954,FALSE,0,186,Biden: 186 EV
0.47,Biden,KY,0.3258676822463106,FALSE,0,186,Biden: 186 EV
0.47,Biden,LA,0.3114329075955033,FALSE,0,186,Biden: 186 EV
0.47,Biden,MA,0.6246091991807831,TRUE,11,186,Biden: 186 EV
0.47,Biden,MD,0.5918020605175613,TRUE,10,186,Biden: 186 EV
0.47,Biden,ME,0.5091142328769175,TRUE,4,186,Biden: 186 EV
0.47,Biden,MI,0.4811237752506772,FALSE,0,186,Biden: 186 EV
0.47,Biden,MN,0.48979542706525625,FALSE,0,186,Biden: 186 EV
0.47,Biden,MO,0.38599873255917744,FALSE,0,186,Biden: 186 EV
0.47,Biden,MS,0.304196883385259,FALSE,0,186,Biden: 186 EV
0.47,Biden,MT,0.38004570688079997,FALSE,0,186,Biden: 186 EV
0.47,Biden,NC,0.43666442428415464,FALSE,0,186,Biden: 186 EV
0.47,Biden,ND,0.29253790684398456,FALSE,0,186,Biden: 186 EV
0.47,Biden,NE,0.34890463935493177,FALSE,0,186,Biden: 186 EV
0.47,Biden,NH,0.494811672312919,FALSE,0,186,Biden: 186 EV
0.47,Biden,NJ,0.5281228086395492,TRUE,14,186,Biden: 186 EV
0.47,Biden,NM,0.44348404633766186,FALSE,0,186,Biden: 186 EV
0.47,Biden,NV,0.4536969991745675,FALSE,0,186,Biden: 186 EV
0.47,Biden,NY,0.5946452005861107,TRUE,29,186,Biden: 186 EV
0.47,Biden,OH,0.4414402787498628,FALSE,0,186,Biden: 186 EV
0.47,Biden,OK,0.27945663718647645,FALSE,0,186,Biden: 186 EV
0.47,Biden,OR,0.5399297511977583,TRUE,7,186,Biden: 186 EV
0.47,Biden,PA,0.4757831984834636,FALSE,0,186,Biden: 186 EV
0.47,Biden,RI,0.5455373014213348,TRUE,4,186,Biden: 186 EV
0.47,Biden,SC,0.36598340655713485,FALSE,0,186,Biden: 186 EV
0.47,Biden,SD,0.33162861499389695,FALSE,0,186,Biden: 186 EV
0.47,Biden,TN,0.3364455431625661,FALSE,0,186,Biden: 186 EV
0.47,Biden,TX,0.3749667863272696,FALSE,0,186,Biden: 186 EV
0.47,Biden,UT,0.3517543181729583,FALSE,0,186,Biden: 186 EV
0.47,Biden,VA,0.4858335564434186,FALSE,0,186,Biden: 186 EV
0.47,Biden,VT,0.6454385933436977,TRUE,3,186,Biden: 186 EV
0.47,Biden,WA,0.5625918396874491,TRUE,12,186,Biden: 186 EV
0.47,Biden,WI,0.48091861322485263,FALSE,0,186,Biden: 186 EV
0.47,Biden,WV,0.2775294422093887,FALSE,0,186,Biden: 186 EV
0.47,Biden,WY,0.2273636884718357,FALSE,0,186,Biden: 186 EV
0.47,Buttigieg,AK,0.37676484095064117,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,AL,0.26033469148460076,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,AR,0.3275780828122034,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,AZ,0.42951876377025294,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,CA,0.59310871756579,TRUE,55,199,Buttigieg: 199 EV
0.47,Buttigieg,CO,0.5021968776768682,TRUE,9,199,Buttigieg: 199 EV
0.47,Buttigieg,CT,0.5504391347979627,TRUE,7,199,Buttigieg: 199 EV
0.47,Buttigieg,DC,0.9416767716852491,TRUE,3,199,Buttigieg: 199 EV
0.47,Buttigieg,DE,0.5373012937065683,TRUE,3,199,Buttigieg: 199 EV
0.47,Buttigieg,FL,0.4380561893095929,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,GA,0.38780896441709256,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,HI,0.5953073117464405,TRUE,4,199,Buttigieg: 199 EV
0.47,Buttigieg,IA,0.4543888616953287,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,ID,0.3084748167998587,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,IL,0.5523041205159657,TRUE,20,199,Buttigieg: 199 EV
0.47,Buttigieg,IN,0.3827781807297495,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,KS,0.3755445049169523,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,KY,0.3282127034965453,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,LA,0.28975463950562136,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,MA,0.6285390025089345,TRUE,11,199,Buttigieg: 199 EV
0.47,Buttigieg,MD,0.5854759148771234,TRUE,10,199,Buttigieg: 199 EV
0.47,Buttigieg,ME,0.5187360996333722,TRUE,4,199,Buttigieg: 199 EV
0.47,Buttigieg,MI,0.4848114272970335,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,MN,0.4956261065979784,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,MO,0.38820066572536516,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,MS,0.27653993183889286,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,MT,0.38863455579339967,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,NC,0.43031419676027527,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,ND,0.2982191659797094,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,NE,0.35516184544114693,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,NH,0.5046249734978251,TRUE,4,199,Buttigieg: 199 EV
0.47,Buttigieg,NJ,0.5317179367684381,TRUE,14,199,Buttigieg: 199 EV
0.47,Buttigieg,NM,0.44596158107982387,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,NV,0.4540077790614807,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,NY,0.5957929640867123,TRUE,29,199,Buttigieg: 199 EV
0.47,Buttigieg,OH,0.44490762241952764,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,OK,0.2812724841549404,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,OR,0.5456641649700663,TRUE,7,199,Buttigieg: 199 EV
0.47,Buttigieg,PA,0.47935750152566375,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,RI,0.5499278880391907,TRUE,4,199,Buttigieg: 199 EV
0.47,Buttigieg,SC,0.35310096936748797,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,SD,0.3409959413801233,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,TN,0.3346787343774173,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,TX,0.37240110156716966,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,UT,0.35881840731277626,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,VA,0.4833398307221643,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,VT,0.6520018050240579,TRUE,3,199,Buttigieg: 199 EV
0.47,Buttigieg,WA,0.5700317530692179,TRUE,12,199,Buttigieg: 199 EV
0.47,Buttigieg,WI,0.48857829319732166,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,WV,0.2843209012608797,FALSE,0,199,Buttigieg: 199 EV
0.47,Buttigieg,WY,0.23225107805086867,FALSE,0,199,Buttigieg: 199 EV
0.47,Harris,AK,0.37318336375635536,FALSE,0,182,Harris: 182 EV
0.47,Harris,AL,0.29361627409753355,FALSE,0,182,Harris: 182 EV
0.47,Harris,AR,0.33132975137540993,FALSE,0,182,Harris: 182 EV
0.47,Harris,AZ,0.42492460891110256,FALSE,0,182,Harris: 182 EV
0.47,Harris,CA,0.5944095227601923,TRUE,55,182,Harris: 182 EV
0.47,Harris,CO,0.4919787882484879,FALSE,0,182,Harris: 182 EV
0.47,Harris,CT,0.539688393914347,TRUE,7,182,Harris: 182 EV
0.47,Harris,DC,0.9435844213081507,TRUE,3,182,Harris: 182 EV
0.47,Harris,DE,0.5341886609376116,TRUE,3,182,Harris: 182 EV
0.47,Harris,FL,0.4379137339277997,FALSE,0,182,Harris: 182 EV
0.47,Harris,GA,0.41582296292304144,FALSE,0,182,Harris: 182 EV
0.47,Harris,HI,0.603907082391525,TRUE,4,182,Harris: 182 EV
0.47,Harris,IA,0.4376223496376402,FALSE,0,182,Harris: 182 EV
0.47,Harris,ID,0.2954942430855391,FALSE,0,182,Harris: 182 EV
0.47,Harris,IL,0.5490960879114712,TRUE,20,182,Harris: 182 EV
0.47,Harris,IN,0.37657770590616724,FALSE,0,182,Harris: 182 EV
0.47,Harris,KS,0.3646836580191388,FALSE,0,182,Harris: 182 EV
0.47,Harris,KY,0.32466519228087976,FALSE,0,182,Harris: 182 EV
0.47,Harris,LA,0.32709197865515266,FALSE,0,182,Harris: 182 EV
0.47,Harris,MA,0.6170825890163413,TRUE,11,182,Harris: 182 EV
0.47,Harris,MD,0.5953003879959312,TRUE,10,182,Harris: 182 EV
0.47,Harris,ME,0.4998192818428027,FALSE,0,182,Harris: 182 EV
0.47,Harris,MI,0.4774548409865148,FALSE,0,182,Harris: 182 EV
0.47,Harris,MN,0.48320585501328006,FALSE,0,182,Harris: 182 EV
0.47,Harris,MO,0.3835529135855854,FALSE,0,182,Harris: 182 EV
0.47,Harris,MS,0.3240936390309454,FALSE,0,182,Harris: 182 EV
0.47,Harris,MT,0.37183180401554067,FALSE,0,182,Harris: 182 EV
0.47,Harris,NC,0.44110513522656675,FALSE,0,182,Harris: 182 EV
0.47,Harris,ND,0.28661050484400635,FALSE,0,182,Harris: 182 EV
0.47,Harris,NE,0.344251119748387,FALSE,0,182,Harris: 182 EV
0.47,Harris,NH,0.4856874171380009,FALSE,0,182,Harris: 182 EV
0.47,Harris,NJ,0.5274601628545208,TRUE,14,182,Harris: 182 EV
0.47,Harris,NM,0.44905931961384193,FALSE,0,182,Harris: 182 EV
0.47,Harris,NV,0.4545145750546852,FALSE,0,182,Harris: 182 EV
0.47,Harris,NY,0.5928352063327385,TRUE,29,182,Harris: 182 EV
0.47,Harris,OH,0.4380317559178879,FALSE,0,182,Harris: 182 EV
0.47,Harris,OK,0.27992429573175337,FALSE,0,182,Harris: 182 EV
0.47,Harris,OR,0.5315736232976989,TRUE,7,182,Harris: 182 EV
0.47,Harris,PA,0.4712275694068564,FALSE,0,182,Harris: 182 EV
0.47,Harris,RI,0.5414633436786686,TRUE,4,182,Harris: 182 EV
0.47,Harris,SC,0.3760245599748991,FALSE,0,182,Harris: 182 EV
0.47,Harris,SD,0.3257990881313995,FALSE,0,182,Harris: 182 EV
0.47,Harris,TN,0.3381806582167086,FALSE,0,182,Harris: 182 EV
0.47,Harris,TX,0.3811901542586188,FALSE,0,182,Harris: 182 EV
0.47,Harris,UT,0.3470777923322733,FALSE,0,182,Harris: 182 EV
0.47,Harris,VA,0.48741745442071066,FALSE,0,182,Harris: 182 EV
0.47,Harris,VT,0.6339495643240053,TRUE,3,182,Harris: 182 EV
0.47,Harris,WA,0.5570163121998499,TRUE,12,182,Harris: 182 EV
0.47,Harris,WI,0.47278169793033237,FALSE,0,182,Harris: 182 EV
0.47,Harris,WV,0.2725917303727736,FALSE,0,182,Harris: 182 EV
0.47,Harris,WY,0.22414661374121517,FALSE,0,182,Harris: 182 EV
0.47,Sanders,AK,0.3748676202876171,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,AL,0.2893655705633446,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,AR,0.3319476280398298,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,AZ,0.4223980229541861,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,CA,0.5904900743105124,TRUE,55,186,Sanders: 186 EV
0.47,Sanders,CO,0.49398892357259994,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,CT,0.540892030127847,TRUE,7,186,Sanders: 186 EV
0.47,Sanders,DC,0.9430700483182736,TRUE,3,186,Sanders: 186 EV
0.47,Sanders,DE,0.5354978430439052,TRUE,3,186,Sanders: 186 EV
0.47,Sanders,FL,0.4351834646121374,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,GA,0.41157230653473575,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,HI,0.5959543840546633,TRUE,4,186,Sanders: 186 EV
0.47,Sanders,IA,0.44509975660699785,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,ID,0.2999422315370225,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,IL,0.5500537370048928,TRUE,20,186,Sanders: 186 EV
0.47,Sanders,IN,0.381658966012945,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,KS,0.36736191596440115,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,KY,0.32957923295718883,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,LA,0.32203373022610765,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,MA,0.6202997982303596,TRUE,11,186,Sanders: 186 EV
0.47,Sanders,MD,0.5933778369971752,TRUE,10,186,Sanders: 186 EV
0.47,Sanders,ME,0.5072075059745859,TRUE,4,186,Sanders: 186 EV
0.47,Sanders,MI,0.4812623893718299,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,MN,0.4888239304183241,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,MO,0.3881369021964398,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,MS,0.31746347217225784,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,MT,0.37764841711661046,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,NC,0.4401521225689332,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,ND,0.2935884342526574,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,NE,0.3487048800712657,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,NH,0.49217458082655496,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,NJ,0.5253753541831556,TRUE,14,186,Sanders: 186 EV
0.47,Sanders,NM,0.4386919657166783,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,NV,0.45379846680683017,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,NY,0.5920848730107158,TRUE,29,186,Sanders: 186 EV
0.47,Sanders,OH,0.44237197319459437,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,OK,0.28078011247397483,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,OR,0.5362579481932743,TRUE,7,186,Sanders: 186 EV
0.47,Sanders,PA,0.4755442594698791,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,RI,0.5428833655405357,TRUE,4,186,Sanders: 186 EV
0.47,Sanders,SC,0.3721385127621031,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,SD,0.3308569378829653,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,TN,0.338827484215394,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,TX,0.37569846303760046,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,UT,0.35123422797604553,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,VA,0.4871636355371638,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,VT,0.6401865596693045,TRUE,3,186,Sanders: 186 EV
0.47,Sanders,WA,0.5602360171461617,TRUE,12,186,Sanders: 186 EV
0.47,Sanders,WI,0.47890876436643653,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,WV,0.2779867118834896,FALSE,0,186,Sanders: 186 EV
0.47,Sanders,WY,0.2283927951919205,FALSE,0,186,Sanders: 186 EV
0.47,Warren,AK,0.37160249612385543,FALSE,0,182,Warren: 182 EV
0.47,Warren,AL,0.2907524387810245,FALSE,0,182,Warren: 182 EV
0.47,Warren,AR,0.32902728418771954,FALSE,0,182,Warren: 182 EV
0.47,Warren,AZ,0.4282892063672973,FALSE,0,182,Warren: 182 EV
0.47,Warren,CA,0.5994718847327029,TRUE,55,182,Warren: 182 EV
0.47,Warren,CO,0.4901440811641394,FALSE,0,182,Warren: 182 EV
0.47,Warren,CT,0.5394564347156515,TRUE,7,182,Warren: 182 EV
0.47,Warren,DC,0.9424510268469992,TRUE,3,182,Warren: 182 EV
0.47,Warren,DE,0.5334703858635043,TRUE,3,182,Warren: 182 EV
0.47,Warren,FL,0.44209026775506405,FALSE,0,182,Warren: 182 EV
0.47,Warren,GA,0.41360901967853614,FALSE,0,182,Warren: 182 EV
0.47,Warren,HI,0.6103676594581899,TRUE,4,182,Warren: 182 EV
0.47,Warren,IA,0.43550690253539587,FALSE,0,182,Warren: 182 EV
0.47,Warren,ID,0.2946320725440744,FALSE,0,182,Warren: 182 EV
0.47,Warren,IL,0.5485671719954088,TRUE,20,182,Warren: 182 EV
0.47,Warren,IN,0.37372899987995795,FALSE,0,182,Warren: 182 EV
0.47,Warren,KS,0.3623891734692387,FALSE,0,182,Warren: 182 EV
0.47,Warren,KY,0.3209285771823126,FALSE,0,182,Warren: 182 EV
0.47,Warren,LA,0.32448499663673525,FALSE,0,182,Warren: 182 EV
0.47,Warren,MA,0.61586944636198,TRUE,11,182,Warren: 182 EV
0.47,Warren,MD,0.5939299184691406,TRUE,10,182,Warren: 182 EV
0.47,Warren,ME,0.49764088895155595,FALSE,0,182,Warren: 182 EV
0.47,Warren,MI,0.4747391974645334,FALSE,0,182,Warren: 182 EV
0.47,Warren,MN,0.47991271536195956,FALSE,0,182,Warren: 182 EV
0.47,Warren,MO,0.3808963471455984,FALSE,0,182,Warren: 182 EV
0.47,Warren,MS,0.3210926861228566,FALSE,0,182,Warren: 182 EV
0.47,Warren,MT,0.3703486312893453,FALSE,0,182,Warren: 182 EV
0.47,Warren,NC,0.4391178742956912,FALSE,0,182,Warren: 182 EV
0.47,Warren,ND,0.28238722974959257,FALSE,0,182,Warren: 182 EV
0.47,Warren,NE,0.3419405164412252,FALSE,0,182,Warren: 182 EV
0.47,Warren,NH,0.48247151174531144,FALSE,0,182,Warren: 182 EV
0.47,Warren,NJ,0.5281477489722904,TRUE,14,182,Warren: 182 EV
0.47,Warren,NM,0.45895089564416114,FALSE,0,182,Warren: 182 EV
0.47,Warren,NV,0.4572024423164986,FALSE,0,182,Warren: 182 EV
0.47,Warren,NY,0.593702670613687,TRUE,29,182,Warren: 182 EV
0.47,Warren,OH,0.4356817149076039,FALSE,0,182,Warren: 182 EV
0.47,Warren,OK,0.2788229148589881,FALSE,0,182,Warren: 182 EV
0.47,Warren,OR,0.531045631581525,TRUE,7,182,Warren: 182 EV
0.47,Warren,PA,0.46932849565843965,FALSE,0,182,Warren: 182 EV
0.47,Warren,RI,0.542259093731766,TRUE,4,182,Warren: 182 EV
0.47,Warren,SC,0.37391684307632295,FALSE,0,182,Warren: 182 EV
0.47,Warren,SD,0.3234754253797476,FALSE,0,182,Warren: 182 EV
0.47,Warren,TN,0.3356472894991181,FALSE,0,182,Warren: 182 EV
0.47,Warren,TX,0.38388456237593177,FALSE,0,182,Warren: 182 EV
0.47,Warren,UT,0.3440888785160646,FALSE,0,182,Warren: 182 EV
0.47,Warren,VA,0.4863882368759947,FALSE,0,182,Warren: 182 EV
0.47,Warren,VT,0.6327424216385524,TRUE,3,182,Warren: 182 EV
0.47,Warren,WA,0.5557949039614309,TRUE,12,182,Warren: 182 EV
0.47,Warren,WI,0.4709881385191944,FALSE,0,182,Warren: 182 EV
0.47,Warren,WV,0.27048554196503427,FALSE,0,182,Warren: 182 EV
0.47,Warren,WY,0.22214728897803077,FALSE,0,182,Warren: 182 EV
0.471,Biden,AK,0.3746066290442332,FALSE,0,186,Biden: 186 EV
0.471,Biden,AL,0.28033266235449567,FALSE,0,186,Biden: 186 EV
0.471,Biden,AR,0.3298755996092121,FALSE,0,186,Biden: 186 EV
0.471,Biden,AZ,0.42623520972555295,FALSE,0,186,Biden: 186 EV
0.471,Biden,CA,0.5944206682057571,TRUE,55,186,Biden: 186 EV
0.471,Biden,CO,0.49791611250413104,FALSE,0,186,Biden: 186 EV
0.471,Biden,CT,0.5456326484120915,TRUE,7,186,Biden: 186 EV
0.471,Biden,DC,0.9444246954781813,TRUE,3,186,Biden: 186 EV
0.471,Biden,DE,0.5370619043981415,TRUE,3,186,Biden: 186 EV
0.471,Biden,FL,0.4382270341140092,FALSE,0,186,Biden: 186 EV
0.471,Biden,GA,0.405039348848581,FALSE,0,186,Biden: 186 EV
0.471,Biden,HI,0.5971155754881722,TRUE,4,186,Biden: 186 EV
0.471,Biden,IA,0.4480550819927112,FALSE,0,186,Biden: 186 EV
0.471,Biden,ID,0.3019993577606021,FALSE,0,186,Biden: 186 EV
0.471,Biden,IL,0.5521893847842563,TRUE,20,186,Biden: 186 EV
0.471,Biden,IN,0.3811220393727613,FALSE,0,186,Biden: 186 EV
0.471,Biden,KS,0.3690902654662937,FALSE,0,186,Biden: 186 EV
0.471,Biden,KY,0.3267834919050046,FALSE,0,186,Biden: 186 EV
0.471,Biden,LA,0.31218656337009415,FALSE,0,186,Biden: 186 EV
0.471,Biden,MA,0.6256518054365723,TRUE,11,186,Biden: 186 EV
0.471,Biden,MD,0.5927241439167472,TRUE,10,186,Biden: 186 EV
0.471,Biden,ME,0.510247010953564,TRUE,4,186,Biden: 186 EV
0.471,Biden,MI,0.48214857918099663,FALSE,0,186,Biden: 186 EV
0.471,Biden,MN,0.4909034461030732,FALSE,0,186,Biden: 186 EV
0.471,Biden,MO,0.3869735137265638,FALSE,0,186,Biden: 186 EV
0.471,Biden,MS,0.304933038263864,FALSE,0,186,Biden: 186 EV
0.471,Biden,MT,0.38112090045017116,FALSE,0,186,Biden: 186 EV
0.471,Biden,NC,0.4375877122761569,FALSE,0,186,Biden: 186 EV
0.471,Biden,ND,0.2934785367553299,FALSE,0,186,Biden: 186 EV
0.471,Biden,NE,0.3499133912372528,FALSE,0,186,Biden: 186 EV
0.471,Biden,NH,0.49594283844716064,FALSE,0,186,Biden: 186 EV
0.471,Biden,NJ,0.5291787308600022,TRUE,14,186,Biden: 186 EV
0.471,Biden,NM,0.4446014917709953,FALSE,0,186,Biden: 186 EV
0.471,Biden,NV,0.45475007786391225,FALSE,0,186,Biden: 186 EV
0.471,Biden,NY,0.5956600508750216,TRUE,29,186,Biden: 186 EV
0.471,Biden,OH,0.44245908990029453,FALSE,0,186,Biden: 186 EV
0.471,Biden,OK,0.2803105161477941,FALSE,0,186,Biden: 186 EV
0.471,Biden,OR,0.5410549084520345,TRUE,7,186,Biden: 186 EV
0.471,Biden,PA,0.47683646750284114,FALSE,0,186,Biden: 186 EV
0.471,Biden,RI,0.5466319664446343,TRUE,4,186,Biden: 186 EV
0.471,Biden,SC,0.36681658841838044,FALSE,0,186,Biden: 186 EV
0.471,Biden,SD,0.3326325489415785,FALSE,0,186,Biden: 186 EV
0.471,Biden,TN,0.3373133141159589,FALSE,0,186,Biden: 186 EV
0.471,Biden,TX,0.3759135684680696,FALSE,0,186,Biden: 186 EV
0.471,Biden,UT,0.35279410637033687,FALSE,0,186,Biden: 186 EV
0.471,Biden,VA,0.48683129805492437,FALSE,0,186,Biden: 186 EV
0.471,Biden,VT,0.6464843103718423,TRUE,3,186,Biden: 186 EV
0.471,Biden,WA,0.5637024186135959,TRUE,12,186,Biden: 186 EV
0.471,Biden,WI,0.4820333820115338,FALSE,0,186,Biden: 186 EV
0.471,Biden,WV,0.27841072384995846,FALSE,0,186,Biden: 186 EV
0.471,Biden,WY,0.22816309498281773,FALSE,0,186,Biden: 186 EV
0.471,Buttigieg,AK,0.37780021046071255,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,AL,0.26107352480913987,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,AR,0.32846110590006794,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,AZ,0.43058984701981945,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,CA,0.5941644023448511,TRUE,55,199,Buttigieg: 199 EV
0.471,Buttigieg,CO,0.503279229782014,TRUE,9,199,Buttigieg: 199 EV
0.471,Buttigieg,CT,0.5515038911380462,TRUE,7,199,Buttigieg: 199 EV
0.471,Buttigieg,DC,0.9419280358857176,TRUE,3,199,Buttigieg: 199 EV
0.471,Buttigieg,DE,0.5383101192580452,TRUE,3,199,Buttigieg: 199 EV
0.471,Buttigieg,FL,0.4390810734202366,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,GA,0.38869980588999825,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,HI,0.5963818905888778,TRUE,4,199,Buttigieg: 199 EV
0.471,Buttigieg,IA,0.45547304283767104,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,ID,0.3094339409549498,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,IL,0.5533372441160974,TRUE,20,199,Buttigieg: 199 EV
0.471,Buttigieg,IN,0.38377384244978546,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,KS,0.3765619599956189,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,KY,0.3291384626540085,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,LA,0.2905381032834374,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,MA,0.6295563486937116,TRUE,11,199,Buttigieg: 199 EV
0.471,Buttigieg,MD,0.5864200728029656,TRUE,10,199,Buttigieg: 199 EV
0.471,Buttigieg,ME,0.5198381944851522,TRUE,4,199,Buttigieg: 199 EV
0.471,Buttigieg,MI,0.485835843762448,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,MN,0.4967138512079963,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,MO,0.3891828904824577,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,MS,0.27729834761077576,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,MT,0.38969260179045795,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,NC,0.4312655691158348,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,ND,0.29915188028089157,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,NE,0.3561649328481033,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,NH,0.5057260891860176,TRUE,4,199,Buttigieg: 199 EV
0.471,Buttigieg,NJ,0.532766277214089,TRUE,14,199,Buttigieg: 199 EV
0.471,Buttigieg,NM,0.447064932438251,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,NV,0.4550559366208133,FALSE,0,199,Buttigieg: 199 EV
0.471,Buttigieg,NY,0.5968003743035731,TRUE,29,199,Buttigieg: 199 EV
0.471,Buttigieg,OH,0.44592869460888557,FALSE,0,199,Buttigieg: 199 EV
