overall,candidate,state,dem_pct,dem_win,dem_ev,total_ev,label
0.528,Sanders,NY,0.6496527280068918,TRUE,29,303,Sanders: 303 EV
0.528,Sanders,OH,0.5020363854554297,TRUE,18,303,Sanders: 303 EV
0.528,Sanders,OK,0.3326935707920371,FALSE,0,303,Sanders: 303 EV
0.528,Sanders,OR,0.6006721747467063,TRUE,7,303,Sanders: 303 EV
0.528,Sanders,PA,0.5367604676562425,TRUE,20,303,Sanders: 303 EV
0.528,Sanders,RI,0.605511137022776,TRUE,4,303,Sanders: 303 EV
0.528,Sanders,SC,0.42084770036267355,FALSE,0,303,Sanders: 303 EV
0.528,Sanders,SD,0.39122824212305923,FALSE,0,303,Sanders: 303 EV
0.528,Sanders,TN,0.3906016122467008,FALSE,0,303,Sanders: 303 EV
0.528,Sanders,TX,0.4316591635584044,FALSE,0,303,Sanders: 303 EV
0.528,Sanders,UT,0.41343109078547885,FALSE,0,303,Sanders: 303 EV
0.528,Sanders,VA,0.5448541784709907,TRUE,13,303,Sanders: 303 EV
0.528,Sanders,VT,0.6989303417475012,TRUE,3,303,Sanders: 303 EV
0.528,Sanders,WA,0.6234635296694727,TRUE,12,303,Sanders: 303 EV
0.528,Sanders,WI,0.5435742507804786,TRUE,10,303,Sanders: 303 EV
0.528,Sanders,WV,0.3317650948561657,FALSE,0,303,Sanders: 303 EV
0.528,Sanders,WY,0.2779760726663769,FALSE,0,303,Sanders: 303 EV
0.528,Warren,AK,0.43408028187895625,FALSE,0,314,Warren: 314 EV
0.528,Warren,AL,0.33237943155561955,FALSE,0,314,Warren: 314 EV
0.528,Warren,AR,0.379834674790491,FALSE,0,314,Warren: 314 EV
0.528,Warren,AZ,0.49202435342210515,FALSE,0,314,Warren: 314 EV
0.528,Warren,CA,0.6596807380834925,TRUE,55,314,Warren: 314 EV
